Elements,Radius(m),Velocity(m/s)
411.0,0.1,0.0
411.0,0.10500000000000001,3.943487391983273e-06
411.0,0.11000000000000001,7.487506569890077e-06
411.0,0.11500000000000002,1.0632057533720412e-05
411.0,0.12000000000000002,1.3377251015989994e-05
411.0,0.12500000000000003,1.572895814869117e-05
411.0,0.13000000000000003,1.7693165721620544e-05
411.0,0.13500000000000004,1.9331441706492812e-05
411.0,0.14000000000000004,2.06652640264067e-05
411.0,0.14500000000000005,2.169463268136219e-05
411.0,0.15000000000000005,2.2419547671359303e-05
411.0,0.15500000000000005,2.2840008996398016e-05
411.0,0.16000000000000006,2.295601665647835e-05
411.0,0.16500000000000006,2.283858416230868e-05
411.0,0.17000000000000007,2.24278308274578e-05
411.0,0.17500000000000007,2.1707669252217688e-05
411.0,0.18000000000000008,2.0678099436588342e-05
411.0,0.18500000000000008,1.933912138056977e-05
411.0,0.19000000000000009,1.7690735084161958e-05
411.0,0.1950000000000001,1.5728669900850506e-05
411.0,0.2000000000000001,1.3374679520083513e-05
411.0,0.2050000000000001,1.062481733961496e-05
411.0,0.2100000000000001,7.479083359444842e-06
411.0,0.2150000000000001,3.93747757957316e-06
411.0,0.2200000000000001,0.0
883.0,0.1,0.0
883.0,0.10500000000000001,3.7088734452553003e-06
883.0,0.11000000000000001,7.03625734696511e-06
883.0,0.11500000000000002,9.9857242279175e-06
883.0,0.12000000000000002,1.2565374593028121e-05
883.0,0.12500000000000003,1.478067299337252e-05
883.0,0.13000000000000003,1.666883758556545e-05
883.0,0.13500000000000004,1.823638922151073e-05
883.0,0.14000000000000004,1.948628091919613e-05
883.0,0.14500000000000005,2.0447922077353073e-05
883.0,0.15000000000000005,2.1128326222166934e-05
883.0,0.15500000000000005,2.1527493353637693e-05
883.0,0.16000000000000006,2.1654358691103935e-05
883.0,0.16500000000000006,2.1533675501024903e-05
883.0,0.17000000000000007,2.1133031309521977e-05
883.0,0.17500000000000007,2.0450537251338773e-05
883.0,0.18000000000000008,1.948433254535094e-05
883.0,0.18500000000000008,1.8234049546525962e-05
883.0,0.19000000000000009,1.6671611219818767e-05
883.0,0.1950000000000001,1.4777336827374827e-05
883.0,0.2000000000000001,1.2551226369194154e-05
883.0,0.2050000000000001,9.986092129893187e-06
883.0,0.2100000000000001,7.041773917892529e-06
883.0,0.2150000000000001,3.7130765412614363e-06
883.0,0.2200000000000001,0.0
1503.0,0.1,0.0
1503.0,0.10500000000000001,3.6004650440963685e-06
1503.0,0.11000000000000001,6.830544657252191e-06
1503.0,0.11500000000000002,9.689855590041208e-06
1503.0,0.12000000000000002,1.2177949167546261e-05
1503.0,0.12500000000000003,1.4329782602736577e-05
1503.0,0.13000000000000003,1.6168099889362476e-05
1503.0,0.13500000000000004,1.7698148583621107e-05
1503.0,0.14000000000000004,1.8920397119452118e-05
1503.0,0.14500000000000005,1.9849238911940903e-05
1503.0,0.15000000000000005,2.0508506497030312e-05
1503.0,0.15500000000000005,2.0898156452322196e-05
1503.0,0.16000000000000006,2.1023177599428028e-05
1503.0,0.16500000000000006,2.0897140232904922e-05
1503.0,0.17000000000000007,2.0505026923803127e-05
1503.0,0.17500000000000007,1.984647047383142e-05
1503.0,0.18000000000000008,1.8920660270715424e-05
1503.0,0.18500000000000008,1.7698424306581833e-05
1503.0,0.19000000000000009,1.6167944222764697e-05
1503.0,0.1950000000000001,1.432922001926402e-05
1503.0,0.2000000000000001,1.218045512227644e-05
1503.0,0.2050000000000001,9.689173168161386e-06
1503.0,0.2100000000000001,6.8293546932545275e-06
1503.0,0.2150000000000001,3.5996303038673725e-06
1503.0,0.2200000000000001,0.0
2419.0,0.1,0.0
2419.0,0.10500000000000001,3.5326589786168853e-06
2419.0,0.11000000000000001,6.6967532707171854e-06
2419.0,0.11500000000000002,9.493656397595183e-06
2419.0,0.12000000000000002,1.1942112821892054e-05
2419.0,0.12500000000000003,1.4061443109769078e-05
2419.0,0.13000000000000003,1.5861402916713637e-05
2419.0,0.13500000000000004,1.7358591996781937e-05
2419.0,0.14000000000000004,1.856193290422343e-05
2419.0,0.14500000000000005,1.947965237431891e-05
2419.0,0.15000000000000005,2.012603718765978e-05
2419.0,0.15500000000000005,2.0505106447233983e-05
2419.0,0.16000000000000006,2.063161724460915e-05
2419.0,0.16500000000000006,2.0505469432027776e-05
2419.0,0.17000000000000007,2.0126152176526148e-05
2419.0,0.17500000000000007,1.948057927064158e-05
2419.0,0.18000000000000008,1.8560829815362514e-05
2419.0,0.18500000000000008,1.7358909739884884e-05
2419.0,0.19000000000000009,1.5859731928291364e-05
2419.0,0.1950000000000001,1.4061932406104237e-05
2419.0,0.2000000000000001,1.1941682362011894e-05
2419.0,0.2050000000000001,9.489153029346309e-06
2419.0,0.2100000000000001,6.697984816747477e-06
2419.0,0.2150000000000001,3.5364261088046436e-06
2419.0,0.2200000000000001,0.0
3153.0,0.1,0.0
3153.0,0.10500000000000001,3.499970670017122e-06
3153.0,0.11000000000000001,6.632099883271181e-06
3153.0,0.11500000000000002,9.399022278720606e-06
3153.0,0.12000000000000002,1.1826746088740205e-05
3153.0,0.12500000000000003,1.3928655942236296e-05
3153.0,0.13000000000000003,1.571155037717003e-05
3153.0,0.13500000000000004,1.7196488171158105e-05
3153.0,0.14000000000000004,1.838786279797426e-05
3153.0,0.14500000000000005,1.929963586059526e-05
3153.0,0.15000000000000005,1.9938527787412917e-05
3153.0,0.15500000000000005,2.0316848467366095e-05
3153.0,0.16000000000000006,2.0441874188119103e-05
3153.0,0.16500000000000006,2.031705004517275e-05
3153.0,0.17000000000000007,1.993865095720642e-05
3153.0,0.17500000000000007,1.9299932382787764e-05
3153.0,0.18000000000000008,1.8387131075937964e-05
3153.0,0.18500000000000008,1.7196642138518658e-05
3153.0,0.19000000000000009,1.5712116469786928e-05
3153.0,0.1950000000000001,1.3928843516733026e-05
3153.0,0.2000000000000001,1.1825729551062844e-05
3153.0,0.2050000000000001,9.398000462360771e-06
3153.0,0.2100000000000001,6.633069465729788e-06
3153.0,0.2150000000000001,3.500911615719212e-06
3153.0,0.2200000000000001,0.0
4423.0,0.1,0.0
4423.0,0.10500000000000001,3.455009525122782e-06
4423.0,0.11000000000000001,6.540767214144214e-06
4423.0,0.11500000000000002,9.274503582755971e-06
4423.0,0.12000000000000002,1.1672325776739018e-05
4423.0,0.12500000000000003,1.3745005666446973e-05
4423.0,0.13000000000000003,1.55097212617533e-05
4423.0,0.13500000000000004,1.6974540645447723e-05
4423.0,0.14000000000000004,1.815289159167285e-05
4423.0,0.14500000000000005,1.9053399064857916e-05
4423.0,0.15000000000000005,1.9686086439323473e-05
4423.0,0.15500000000000005,2.0060411494196005e-05
4423.0,0.16000000000000006,2.0182658696832458e-05
4423.0,0.16500000000000006,2.0059432269978603e-05
4423.0,0.17000000000000007,1.9686496080196335e-05
4423.0,0.17500000000000007,1.9053111148818822e-05
4423.0,0.18000000000000008,1.8153443369842617e-05
4423.0,0.18500000000000008,1.6973503919838493e-05
4423.0,0.19000000000000009,1.5510393521344067e-05
4423.0,0.1950000000000001,1.3745169179609806e-05
4423.0,0.2000000000000001,1.1672284757977041e-05
4423.0,0.2050000000000001,9.274425351922317e-06
4423.0,0.2100000000000001,6.541619148966053e-06
4423.0,0.2150000000000001,3.4547558576674194e-06
4423.0,0.2200000000000001,0.0
5713.0,0.1,0.0
5713.0,0.10500000000000001,3.4354303939372604e-06
5713.0,0.11000000000000001,6.5045314883096465e-06
5713.0,0.11500000000000002,9.22271355592244e-06
5713.0,0.12000000000000002,1.1608152966905176e-05
5713.0,0.12500000000000003,1.3670466041116285e-05
5713.0,0.13000000000000003,1.5425893764466962e-05
5713.0,0.13500000000000004,1.6882712282878192e-05
5713.0,0.14000000000000004,1.8056451236984916e-05
5713.0,0.14500000000000005,1.895150558643242e-05
5713.0,0.15000000000000005,1.958225934526145e-05
5713.0,0.15500000000000005,1.995302240061778e-05
5713.0,0.16000000000000006,2.007581050432667e-05
5713.0,0.16500000000000006,1.9953288570938622e-05
5713.0,0.17000000000000007,1.958201115976361e-05
5713.0,0.17500000000000007,1.895186168502218e-05
5713.0,0.18000000000000008,1.805620503213171e-05
5713.0,0.18500000000000008,1.6882541765990033e-05
5713.0,0.19000000000000009,1.5426045383640006e-05
5713.0,0.1950000000000001,1.367043002140812e-05
5713.0,0.2000000000000001,1.16078475345284e-05
5713.0,0.2050000000000001,9.223112058000035e-06
5713.0,0.2100000000000001,6.50435076871143e-06
5713.0,0.2150000000000001,3.4353816816826002e-06
5713.0,0.2200000000000001,0.0
7373.0,0.1,0.0
7373.0,0.10500000000000001,3.418886444514486e-06
7373.0,0.11000000000000001,6.472154269323187e-06
7373.0,0.11500000000000002,9.179055051084478e-06
7373.0,0.12000000000000002,1.155227519964909e-05
7373.0,0.12500000000000003,1.3605836070116343e-05
7373.0,0.13000000000000003,1.5352873958256494e-05
7373.0,0.13500000000000004,1.6804584757016155e-05
7373.0,0.14000000000000004,1.7971651236934447e-05
7373.0,0.14500000000000005,1.886444367332091e-05
7373.0,0.15000000000000005,1.949168140923814e-05
7373.0,0.15500000000000005,1.9861401827852417e-05
7373.0,0.16000000000000006,1.9983629456457143e-05
7373.0,0.16500000000000006,1.9862225053718622e-05
7373.0,0.17000000000000007,1.9491281616104094e-05
7373.0,0.17500000000000007,1.8864553059674088e-05
7373.0,0.18000000000000008,1.797138024224182e-05
7373.0,0.18500000000000008,1.6805114317219976e-05
7373.0,0.19000000000000009,1.5352423637732968e-05
7373.0,0.1950000000000001,1.3606375797642013e-05
7373.0,0.2000000000000001,1.1551872552447987e-05
7373.0,0.2050000000000001,9.178696896498895e-06
7373.0,0.2100000000000001,6.4726686543322375e-06
7373.0,0.2150000000000001,3.418618520968035e-06
7373.0,0.2200000000000001,0.0
8813.0,0.1,0.0
8813.0,0.10500000000000001,3.404204108561511e-06
8813.0,0.11000000000000001,6.4447052873891105e-06
8813.0,0.11500000000000002,9.140598117293404e-06
8813.0,0.12000000000000002,1.1504026839140933e-05
8813.0,0.12500000000000003,1.3549423790030216e-05
8813.0,0.13000000000000003,1.5290052762863554e-05
8813.0,0.13500000000000004,1.6736322171696537e-05
8813.0,0.14000000000000004,1.78989303257466e-05
8813.0,0.14500000000000005,1.8788123752578e-05
8813.0,0.15000000000000005,1.941312388023225e-05
8813.0,0.15500000000000005,1.9782136284618642e-05
8813.0,0.16000000000000006,1.9903575273378026e-05
8813.0,0.16500000000000006,1.9782219562686972e-05
8813.0,0.17000000000000007,1.9413007261023077e-05
8813.0,0.17500000000000007,1.878812485097498e-05
8813.0,0.18000000000000008,1.7898984375594123e-05
8813.0,0.18500000000000008,1.6736318447538013e-05
8813.0,0.19000000000000009,1.529012428972748e-05
8813.0,0.1950000000000001,1.3549375005041504e-05
8813.0,0.2000000000000001,1.150411313299191e-05
8813.0,0.2050000000000001,9.140423764255219e-06
8813.0,0.2100000000000001,6.4446760240313705e-06
8813.0,0.2150000000000001,3.4042083379413946e-06
8813.0,0.2200000000000001,0.0
